line_item_id,invoice_id,product_code,product_description,quantity,unit_price,amount,tax_rate,tax_amount,total_amount
ITEM00000072,INV0000015,PROD-2788,Support Contract,3,2081.08,6243.25,5%,312.16,6555.41
ITEM00000073,INV0000015,PROD-7135,Network Equipment,2,322.65,1290.62,5%,64.53,1355.15
ITEM00000074,INV0000015,PROD-9490,Security Solution,1,193.98,969.92,5%,48.50,1018.42
ITEM00000075,INV0000015,PROD-8008,Security Solution,8,182.04,1092.24,5%,54.61,1146.85
ITEM00000076,INV0000016,PROD-5116,Software License,6,4046.92,28328.43,18%,5099.12,33427.55
ITEM00000077,INV0000016,PROD-9889,Hardware Appliance,9,2824.82,8474.45,18%,1525.40,9999.85
ITEM00000078,INV0000016,PROD-1050,Network Equipment,3,605.52,5449.67,18%,980.94,6430.61
ITEM00000101,INV0000021,PROD-8799,Implementation Services,9,65369.17,261476.66,18%,47065.80,308542.46
ITEM00000102,INV0000021,PROD-4776,Consulting Services,6,6359.92,25439.67,18%,4579.14,30018.81
ITEM00000103,INV0000021,PROD-4387,Software License,7,16862.19,50586.58,18%,9105.58,59692.16
ITEM00000104,INV0000021,PROD-2149,Network Equipment,7,6758.58,54068.64,18%,9732.36,63801.00
ITEM00000105,INV0000021,PROD-8268,Network Equipment,1,5898.25,58982.54,18%,10616.86,69599.40
ITEM00000106,INV0000022,PROD-3539,Hardware Appliance,3,40978.35,409783.46,12%,49174.02,458957.48
ITEM00000107,INV0000022,PROD-1364,Maintenance Agreement,1,38638.55,270469.82,12%,32456.38,302926.20
ITEM00000108,INV0000022,PROD-6441,Consulting Services,8,21148.23,105741.14,12%,12688.94,118430.08
ITEM00000109,INV0000022,PROD-9689,Implementation Services,7,25218.56,201748.48,12%,24209.82,225958.30
ITEM00000111,INV0000023,PROD-7457,Maintenance Agreement,3,21552.70,172421.59,28%,48278.05,220699.64
ITEM00000112,INV0000023,PROD-8959,Support Contract,3,68159.68,136319.36,28%,38169.42,174488.78
ITEM00000113,INV0000023,PROD-1126,Hardware Appliance,8,30564.29,152821.46,28%,42790.01,195611.47
ITEM00000114,INV0000023,PROD-7190,Software License,10,17319.91,86599.57,28%,24247.88,110847.45
ITEM00000151,INV0000031,PROD-3841,Consulting Services,4,4578.07,32046.52,12%,3845.58,35892.10
ITEM00000152,INV0000031,PROD-5996,Support Contract,9,8391.33,25173.98,12%,3020.88,28194.86
ITEM00000153,INV0000031,PROD-4277,Support Contract,3,1191.85,11918.48,12%,1430.22,13348.70
ITEM00000156,INV0000032,PROD-8816,Hardware Appliance,2,17327.69,34655.39,18%,6237.97,40893.36
ITEM00000157,INV0000032,PROD-4937,Security Solution,8,2696.22,16177.34,18%,2911.92,19089.26
ITEM00000158,INV0000032,PROD-2477,Cloud Subscription,7,1402.12,4206.36,18%,757.14,4963.50
ITEM00000159,INV0000032,PROD-3045,Implementation Services,9,3581.85,14327.41,18%,2578.93,16906.34
ITEM00000161,INV0000033,PROD-8008,Security Solution,6,14488.57,43465.70,28%,12170.40,55636.10
ITEM00000166,INV0000034,PROD-7165,Cloud Subscription,1,3958.15,35623.33,18%,6412.20,42035.53
ITEM00000167,INV0000034,PROD-8471,Software License,7,4815.15,19260.61,18%,3466.91,22727.52
ITEM00000168,INV0000034,PROD-6528,Hardware Appliance,4,3178.20,19069.20,18%,3432.46,22501.66
ITEM00000169,INV0000034,PROD-9521,Consulting Services,9,2613.39,2613.39,18%,470.41,3083.80
ITEM00000170,INV0000034,PROD-2853,Maintenance Agreement,2,999.37,7994.93,18%,1439.09,9434.02
ITEM00000171,INV0000035,PROD-7783,Maintenance Agreement,3,752.02,7520.20,18%,1353.64,8873.84
ITEM00000172,INV0000035,PROD-2361,Maintenance Agreement,4,902.42,3609.68,18%,649.74,4259.42
ITEM00000173,INV0000035,PROD-4180,Hardware Appliance,2,344.60,2412.22,18%,434.20,2846.42
ITEM00000174,INV0000035,PROD-4400,Maintenance Agreement,3,405.67,405.67,18%,73.02,478.69
ITEM00000175,INV0000035,PROD-2064,Software License,5,161.46,1453.18,18%,261.57,1714.75
ITEM00000201,INV0000041,PROD-6817,Support Contract,7,30913.65,247309.18,18%,44515.65,291824.83
ITEM00000202,INV0000041,PROD-9840,Hardware Appliance,10,6995.79,41974.72,18%,7555.45,49530.17
ITEM00000203,INV0000041,PROD-9968,Support Contract,1,3554.34,10663.01,18%,1919.34,12582.35
ITEM00000204,INV0000041,PROD-6778,Support Contract,8,633.05,5697.45,18%,1025.54,6722.99
ITEM00000205,INV0000041,PROD-3219,Consulting Services,3,25041.88,50083.77,18%,9015.08,59098.85
ITEM00000206,INV0000042,PROD-1626,Cloud Subscription,10,9372.51,46862.57,28%,13121.52,59984.09
ITEM00000207,INV0000042,PROD-2505,Support Contract,1,1405.29,11242.30,28%,3147.84,14390.14
ITEM00000208,INV0000042,PROD-6953,Training Package,2,45578.33,45578.33,28%,12761.93,58340.26
ITEM00000211,INV0000043,PROD-8362,Implementation Services,4,6603.76,39622.55,28%,11094.31,50716.86
ITEM00000212,INV0000043,PROD-2617,Security Solution,7,10389.69,41558.77,28%,11636.46,53195.23
ITEM00000213,INV0000043,PROD-6247,Support Contract,3,389.03,3890.30,28%,1089.28,4979.58
ITEM00000214,INV0000043,PROD-4011,Consulting Services,2,3804.11,34236.96,28%,9586.35,43823.31
ITEM00000251,INV0000051,PROD-1010,Consulting Services,10,214160.88,214160.88,5%,10708.04,224868.92
ITEM00000252,INV0000051,PROD-5131,Software License,6,30516.10,122064.42,5%,6103.22,128167.64
ITEM00000253,INV0000051,PROD-7500,Maintenance Agreement,8,7066.21,63595.89,5%,3179.79,66775.68
ITEM00000256,INV0000052,PROD-3034,Hardware Appliance,3,36284.82,72569.65,12%,8708.36,81278.01
ITEM00000257,INV0000052,PROD-4423,Training Package,5,6518.54,32592.68,12%,3911.12,36503.80
ITEM00000258,INV0000052,PROD-1794,Hardware Appliance,7,633.24,5065.95,12%,607.91,5673.86
ITEM00000259,INV0000052,PROD-3529,Hardware Appliance,1,951.63,9516.28,12%,1141.95,10658.23
ITEM00000260,INV0000052,PROD-9760,Training Package,5,1726.46,12085.24,12%,1450.23,13535.47
ITEM00000261,INV0000053,PROD-1086,Consulting Services,4,13812.97,27625.94,12%,3315.11,30941.05
ITEM00000262,INV0000053,PROD-7958,Consulting Services,5,9043.61,63305.29,12%,7596.63,70901.92
ITEM00000263,INV0000053,PROD-9380,Security Solution,4,14774.53,29549.06,12%,3545.89,33094.95
ITEM00000264,INV0000053,PROD-2714,Support Contract,10,6551.32,65513.24,12%,7861.59,73374.83
ITEM00000266,INV0000054,PROD-8157,Cloud Subscription,1,31953.26,63906.51,28%,17893.82,81800.33
ITEM00000267,INV0000054,PROD-4599,Hardware Appliance,2,5899.84,47198.74,28%,13215.65,60414.39
ITEM00000268,INV0000054,PROD-4715,Support Contract,6,7813.51,39067.55,28%,10938.91,50006.46
ITEM00000269,INV0000054,PROD-3439,Maintenance Agreement,2,6637.20,39823.19,28%,11150.49,50973.68
ITEM00000270,INV0000054,PROD-2720,Network Equipment,8,12500.07,100000.59,28%,28000.17,128000.76
ITEM00000271,INV0000055,PROD-2904,Security Solution,6,37284.87,372848.68,18%,67112.76,439961.44
ITEM00000301,INV0000061,PROD-5441,Network Equipment,5,9675.70,77405.59,18%,13933.01,91338.60
ITEM00000302,INV0000061,PROD-5779,Network Equipment,7,34042.70,170213.49,18%,30638.43,200851.92
ITEM00000303,INV0000061,PROD-4369,Consulting Services,7,6029.44,48235.51,18%,8682.39,56917.90
ITEM00000304,INV0000061,PROD-9149,Maintenance Agreement,9,1434.84,12913.57,18%,2324.44,15238.01
ITEM00000305,INV0000061,PROD-9515,Hardware Appliance,6,39928.29,79856.59,18%,14374.19,94230.78
ITEM00000306,INV0000062,PROD-3251,Network Equipment,1,20084.69,40169.37,12%,4820.32,44989.69
ITEM00000307,INV0000062,PROD-8061,Software License,1,1999.56,19995.61,12%,2399.47,22395.08
ITEM00000308,INV0000062,PROD-9224,Hardware Appliance,3,6562.13,6562.13,12%,787.46,7349.59
ITEM00000309,INV0000062,PROD-4842,Support Contract,6,3110.31,9330.94,12%,1119.71,10450.65
ITEM00000311,INV0000063,PROD-2955,Network Equipment,9,41857.54,251145.24,12%,30137.43,281282.67
ITEM00000312,INV0000063,PROD-2351,Support Contract,7,26777.88,107111.52,12%,12853.38,119964.90
ITEM00000313,INV0000063,PROD-4648,Consulting Services,3,7425.42,59403.38,12%,7128.41,66531.79
ITEM00000314,INV0000063,PROD-9483,Software License,9,3665.32,25657.27,12%,3078.87,28736.14
ITEM00000315,INV0000063,PROD-1799,Maintenance Agreement,5,4645.22,18580.88,12%,2229.71,20810.59
ITEM00000316,INV0000064,PROD-9660,Consulting Services,8,17164.12,68656.46,18%,12358.16,81014.62
ITEM00000321,INV0000065,PROD-8363,Implementation Services,4,3415.35,30738.16,18%,5532.87,36271.03
ITEM00000322,INV0000065,PROD-8003,Implementation Services,1,9671.04,87039.38,18%,15667.09,102706.47
ITEM00000326,INV0000066,PROD-6793,Hardware Appliance,10,23912.71,95650.85,12%,11478.10,107128.95
ITEM00000327,INV0000066,PROD-7308,Training Package,7,11899.47,35698.42,12%,4283.81,39982.23
ITEM00000328,INV0000066,PROD-6928,Maintenance Agreement,1,9477.40,94774.02,12%,11372.88,106146.90
ITEM00000329,INV0000066,PROD-8499,Consulting Services,1,1069.04,5345.18,12%,641.42,5986.60
ITEM00000330,INV0000066,PROD-7850,Support Contract,3,15264.26,45792.79,12%,5495.13,51287.92
ITEM00000331,INV0000067,PROD-4290,Cloud Subscription,1,128062.13,256124.25,18%,46102.36,302226.61
ITEM00000351,INV0000071,PROD-1895,Consulting Services,2,12396.08,99168.62,12%,11900.23,111068.85
ITEM00000352,INV0000071,PROD-4901,Support Contract,3,20029.39,180264.49,12%,21631.74,201896.23
ITEM00000356,INV0000072,PROD-2753,Security Solution,2,82172.52,328690.09,18%,59164.22,387854.31
ITEM00000357,INV0000072,PROD-6489,Support Contract,3,9006.15,63043.02,18%,11347.74,74390.76
ITEM00000358,INV0000072,PROD-2008,Training Package,6,19316.25,38632.50,18%,6953.85,45586.35
ITEM00000359,INV0000072,PROD-4782,Implementation Services,7,13964.11,27928.22,18%,5027.08,32955.30
ITEM00000360,INV0000072,PROD-6581,Network Equipment,5,6192.65,12385.29,18%,2229.35,14614.64
ITEM00000361,INV0000073,PROD-2331,Network Equipment,3,26044.91,156269.49,12%,18752.34,175021.83
ITEM00000362,INV0000073,PROD-5670,Consulting Services,4,22760.30,113801.49,12%,13656.18,127457.67
ITEM00000363,INV0000073,PROD-7632,Training Package,5,10788.61,86308.91,12%,10357.07,96665.98
ITEM00000401,INV0000081,PROD-9414,Implementation Services,4,17484.88,52454.64,18%,9441.84,61896.48
ITEM00000402,INV0000081,PROD-7319,Implementation Services,7,3080.16,24641.31,18%,4435.44,29076.75
ITEM00000406,INV0000082,PROD-6449,Cloud Subscription,6,10727.56,107275.60,12%,12873.07,120148.67
ITEM00000407,INV0000082,PROD-1204,Consulting Services,5,2159.78,15118.49,12%,1814.22,16932.71
ITEM00000408,INV0000082,PROD-2868,Implementation Services,3,34891.75,34891.75,12%,4187.01,39078.76
ITEM00000411,INV0000083,PROD-6087,Cloud Subscription,3,34359.09,240513.66,5%,12025.68,252539.34
ITEM00000412,INV0000083,PROD-9817,Support Contract,4,25742.92,51485.83,5%,2574.29,54060.12
ITEM00000413,INV0000083,PROD-5029,Maintenance Agreement,3,13216.40,92514.80,5%,4625.74,97140.54
ITEM00000414,INV0000083,PROD-1923,Training Package,7,9911.32,49556.62,5%,2477.83,52034.45
ITEM00000416,INV0000084,PROD-7420,Maintenance Agreement,1,97833.77,195667.55,18%,35220.16,230887.71
ITEM00000417,INV0000084,PROD-5662,Training Package,2,16438.75,49316.26,18%,8876.93,58193.19
ITEM00000418,INV0000084,PROD-4526,Implementation Services,10,23948.67,167640.66,18%,30175.32,197815.98
ITEM00000421,INV0000085,PROD-4700,Hardware Appliance,5,21873.30,131239.82,18%,23623.17,154862.99
ITEM00000451,INV0000091,PROD-9537,Cloud Subscription,8,4940.46,24702.31,5%,1235.12,25937.43
ITEM00000452,INV0000091,PROD-4959,Security Solution,9,2412.71,24127.09,5%,1206.35,25333.44
ITEM00000453,INV0000091,PROD-6548,Cloud Subscription,1,2217.54,19957.90,5%,997.90,20955.80
ITEM00000454,INV0000091,PROD-1262,Hardware Appliance,2,1751.15,10506.92,5%,525.35,11032.27
ITEM00000456,INV0000092,PROD-4825,Hardware Appliance,1,8211.92,8211.92,12%,985.43,9197.35
ITEM00000457,INV0000092,PROD-8218,Software License,1,4695.16,18780.64,12%,2253.68,21034.32
ITEM00000461,INV0000093,PROD-6080,Software License,5,2687.21,18810.50,18%,3385.89,22196.39
ITEM00000462,INV0000093,PROD-5275,Cloud Subscription,9,4813.55,14440.64,18%,2599.32,17039.96
ITEM00000466,INV0000094,PROD-8098,Training Package,1,11060.12,44240.48,18%,7963.29,52203.77
ITEM00000501,INV0000101,PROD-1821,Network Equipment,7,41146.90,82293.81,18%,14812.89,97106.70
ITEM00000502,INV0000101,PROD-7711,Maintenance Agreement,8,4660.40,9320.80,18%,1677.74,10998.54
ITEM00000503,INV0000101,PROD-4575,Training Package,2,2708.33,21666.64,18%,3900.00,25566.64
ITEM00000504,INV0000101,PROD-2546,Hardware Appliance,2,1849.52,12946.61,18%,2330.39,15277.00
ITEM00000506,INV0000102,PROD-4794,Training Package,10,18622.99,55868.97,5%,2793.45,58662.42
ITEM00000507,INV0000102,PROD-8405,Maintenance Agreement,2,23473.93,70421.78,5%,3521.09,73942.87
ITEM00000508,INV0000102,PROD-7763,Consulting Services,10,89436.65,89436.65,5%,4471.83,93908.48
ITEM00000511,INV0000103,PROD-2511,Implementation Services,7,49769.91,49769.91,5%,2488.50,52258.41
ITEM00000512,INV0000103,PROD-7403,Security Solution,2,25037.55,50075.10,5%,2503.76,52578.86
ITEM00000513,INV0000103,PROD-4646,Software License,4,1725.57,13804.54,5%,690.23,14494.77
ITEM00000514,INV0000103,PROD-8903,Hardware Appliance,2,3225.39,16126.94,5%,806.35,16933.29
ITEM00000516,INV0000104,PROD-2156,Hardware Appliance,5,124325.27,248650.54,18%,44757.10,293407.64
ITEM00000517,INV0000104,PROD-2961,Support Contract,10,12432.80,124327.98,18%,22379.04,146707.02
ITEM00000518,INV0000104,PROD-7309,Consulting Services,1,8751.95,70015.60,18%,12602.81,82618.41
ITEM00000521,INV0000105,PROD-9065,Training Package,2,33467.36,66934.73,18%,12048.25,78982.98
ITEM00000522,INV0000105,PROD-2988,Software License,7,12837.81,77026.88,18%,13864.84,90891.72
ITEM00000523,INV0000105,PROD-2555,Cloud Subscription,8,10613.01,63678.06,18%,11462.05,75140.11
ITEM00000524,INV0000105,PROD-2372,Maintenance Agreement,1,5571.79,50146.07,18%,9026.29,59172.36
ITEM00000525,INV0000105,PROD-8347,Implementation Services,6,165048.91,165048.91,18%,29708.80,194757.71
ITEM00000526,INV0000106,PROD-2511,Training Package,6,40429.34,404293.41,5%,20214.67,424508.08
ITEM00000551,INV0000111,PROD-9737,Implementation Services,3,5316.23,42529.85,12%,5103.58,47633.43
ITEM00000552,INV0000111,PROD-3946,Support Contract,5,63104.07,63104.07,12%,7572.49,70676.56
ITEM00000553,INV0000111,PROD-2439,Hardware Appliance,6,1678.16,16781.63,12%,2013.80,18795.43
ITEM00000554,INV0000111,PROD-8883,Security Solution,10,3096.41,30964.14,12%,3715.70,34679.84
ITEM00000555,INV0000111,PROD-2658,Security Solution,5,4601.32,13803.95,12%,1656.47,15460.42
ITEM00000556,INV0000112,PROD-2361,Network Equipment,10,24816.80,74450.40,5%,3722.52,78172.92
ITEM00000557,INV0000112,PROD-1885,Cloud Subscription,1,13987.08,41961.25,5%,2098.06,44059.31
ITEM00000558,INV0000112,PROD-3973,Maintenance Agreement,9,1834.66,12842.62,5%,642.13,13484.75
ITEM00000559,INV0000112,PROD-2643,Maintenance Agreement,1,9516.33,66614.29,5%,3330.71,69945.00
ITEM00000560,INV0000112,PROD-3819,Hardware Appliance,9,7480.15,29920.62,5%,1496.03,31416.65
ITEM00000561,INV0000113,PROD-6731,Training Package,2,19762.92,118577.50,18%,21343.95,139921.45
ITEM00000562,INV0000113,PROD-7324,Implementation Services,4,17428.64,52285.91,18%,9411.46,61697.37
ITEM00000563,INV0000113,PROD-5052,Cloud Subscription,1,22575.96,22575.96,18%,4063.67,26639.63
ITEM00000564,INV0000113,PROD-2168,Maintenance Agreement,4,7296.11,21888.33,18%,3939.90,25828.23
ITEM00000565,INV0000113,PROD-1999,Support Contract,8,2700.32,13501.61,18%,2430.29,15931.90
ITEM00000566,INV0000114,PROD-4244,Support Contract,8,49372.93,197491.71,18%,35548.51,233040.22
ITEM00000571,INV0000115,PROD-8226,Implementation Services,3,44599.51,178398.05,12%,21407.77,199805.82
ITEM00000572,INV0000115,PROD-5153,Maintenance Agreement,6,6284.27,62842.71,12%,7541.13,70383.84
ITEM00000573,INV0000115,PROD-6602,Hardware Appliance,9,27058.94,243530.50,12%,29223.66,272754.16
ITEM00000601,INV0000121,PROD-6624,Cloud Subscription,5,4635.53,23177.65,18%,4171.98,27349.63
ITEM00000602,INV0000121,PROD-9896,Implementation Services,4,7257.98,50805.89,18%,9145.06,59950.95
ITEM00000603,INV0000121,PROD-4779,Software License,6,5045.32,10090.65,18%,1816.32,11906.97
ITEM00000604,INV0000121,PROD-7426,Security Solution,5,1180.77,11807.70,18%,2125.39,13933.09
ITEM00000606,INV0000122,PROD-3582,Consulting Services,8,69134.85,69134.85,18%,12444.27,81579.12
ITEM00000607,INV0000122,PROD-1616,Network Equipment,6,23794.73,190357.86,18%,34264.41,224622.27
ITEM00000611,INV0000123,PROD-7742,Training Package,2,14515.55,130639.98,28%,36579.19,167219.17
ITEM00000612,INV0000123,PROD-6071,Support Contract,2,12587.37,37762.10,28%,10573.39,48335.49
ITEM00000613,INV0000123,PROD-5173,Hardware Appliance,7,26395.86,26395.86,28%,7390.84,33786.70
ITEM00000616,INV0000124,PROD-2547,Cloud Subscription,8,19832.21,79328.82,18%,14279.19,93608.01
ITEM00000617,INV0000124,PROD-4517,Cloud Subscription,10,13755.93,68779.67,18%,12380.34,81160.01
ITEM00000618,INV0000124,PROD-3909,Software License,3,4746.43,37971.47,18%,6834.86,44806.33
ITEM00000619,INV0000124,PROD-2105,Maintenance Agreement,6,7092.97,56743.75,18%,10213.88,66957.63
ITEM00000621,INV0000125,PROD-7830,Software License,7,52467.20,157401.60,5%,7870.08,165271.68
ITEM00000622,INV0000125,PROD-1407,Consulting Services,2,40349.54,161398.17,5%,8069.91,169468.08
ITEM00000623,INV0000125,PROD-9695,Hardware Appliance,6,22638.11,158466.80,5%,7923.34,166390.14
ITEM00000626,INV0000126,PROD-5901,Implementation Services,9,25752.72,206021.78,18%,37083.92,243105.70
ITEM00000627,INV0000126,PROD-5284,Software License,10,27666.73,138333.63,18%,24900.05,163233.68
ITEM00000628,INV0000126,PROD-4050,Network Equipment,8,10151.57,101515.67,18%,18272.82,119788.49
ITEM00000631,INV0000127,PROD-8009,Security Solution,1,13685.39,68426.94,12%,8211.23,76638.17
ITEM00000632,INV0000127,PROD-6891,Implementation Services,2,44561.76,178247.04,12%,21389.64,199636.68
ITEM00000633,INV0000127,PROD-8350,Software License,4,8485.83,67886.65,12%,8146.40,76033.05
ITEM00000634,INV0000127,PROD-9013,Security Solution,4,7632.52,68692.69,12%,8243.12,76935.81
ITEM00000635,INV0000127,PROD-9452,Implementation Services,4,18714.00,74855.99,12%,8982.72,83838.71
ITEM00000651,INV0000131,PROD-2186,Maintenance Agreement,6,115573.35,462293.39,18%,83212.81,545506.20
ITEM00000652,INV0000131,PROD-1046,Maintenance Agreement,3,11805.08,59025.39,18%,10624.57,69649.96
ITEM00000653,INV0000131,PROD-5445,Network Equipment,10,18855.36,150842.86,18%,27151.71,177994.57
ITEM00000654,INV0000131,PROD-1505,Implementation Services,8,12840.48,77042.86,18%,13867.71,90910.57
ITEM00000656,INV0000132,PROD-5734,Consulting Services,6,119169.42,595847.09,5%,29792.35,625639.44
ITEM00000657,INV0000132,PROD-8705,Security Solution,4,41571.13,166284.50,5%,8314.23,174598.73
ITEM00000658,INV0000132,PROD-7803,Network Equipment,5,44386.70,221933.48,5%,11096.67,233030.15
ITEM00000661,INV0000133,PROD-1241,Consulting Services,9,121001.99,1210019.95,18%,217803.59,1427823.54
ITEM00000666,INV0000134,PROD-2551,Consulting Services,7,36050.84,180254.21,28%,50471.18,230725.39
ITEM00000667,INV0000134,PROD-9844,Support Contract,10,22324.91,133949.44,28%,37505.84,171455.28
ITEM00000668,INV0000134,PROD-5627,Maintenance Agreement,10,95690.51,382762.05,28%,107173.37,489935.42
ITEM00000671,INV0000135,PROD-5169,Software License,5,16711.00,150399.04,12%,18047.88,168446.92
ITEM00000672,INV0000135,PROD-5137,Cloud Subscription,8,37361.75,186808.73,12%,22417.05,209225.78
ITEM00000676,INV0000136,PROD-8890,Consulting Services,4,80153.27,641226.17,18%,115420.71,756646.88
ITEM00000677,INV0000136,PROD-9553,Support Contract,8,53282.41,106564.82,18%,19181.67,125746.49
ITEM00000678,INV0000136,PROD-1061,Hardware Appliance,7,165144.88,165144.88,18%,29726.08,194870.96
ITEM00000679,INV0000136,PROD-1189,Maintenance Agreement,4,96364.51,481822.55,18%,86728.06,568550.61
ITEM00000681,INV0000137,PROD-5700,Training Package,7,131404.72,1314047.17,28%,367933.21,1681980.38
ITEM00000686,INV0000138,PROD-8888,Consulting Services,1,92576.99,277730.97,18%,49991.57,327722.54
ITEM00000701,INV0000141,PROD-1056,Maintenance Agreement,6,125754.37,251508.74,18%,45271.57,296780.31
ITEM00000702,INV0000141,PROD-1680,Support Contract,1,14337.87,57351.47,18%,10323.26,67674.73
ITEM00000703,INV0000141,PROD-2321,Maintenance Agreement,5,24368.06,73104.17,18%,13158.75,86262.92
ITEM00000704,INV0000141,PROD-4997,Security Solution,3,17650.59,52951.76,18%,9531.32,62483.08
ITEM00000706,INV0000142,PROD-2509,Hardware Appliance,2,10371.63,10371.63,5%,518.58,10890.21
ITEM00000707,INV0000142,PROD-8199,Cloud Subscription,3,3589.10,28712.82,5%,1435.64,30148.46
ITEM00000708,INV0000142,PROD-8774,Software License,6,6626.57,46386.02,5%,2319.30,48705.32
ITEM00000711,INV0000143,PROD-6786,Training Package,3,65691.80,262767.19,18%,47298.09,310065.28
ITEM00000712,INV0000143,PROD-9146,Consulting Services,1,7404.31,37021.55,18%,6663.88,43685.43
ITEM00000713,INV0000143,PROD-8004,Security Solution,4,2007.35,20073.48,18%,3613.23,23686.71
ITEM00000714,INV0000143,PROD-6353,Maintenance Agreement,3,11033.85,77236.94,18%,13902.65,91139.59
ITEM00000715,INV0000143,PROD-9154,Cloud Subscription,8,8060.76,40303.82,18%,7254.69,47558.51
ITEM00000716,INV0000144,PROD-1565,Consulting Services,10,9758.49,78067.92,5%,3903.40,81971.32
ITEM00000717,INV0000144,PROD-6918,Consulting Services,6,51211.92,102423.84,5%,5121.19,107545.03
ITEM00000721,INV0000145,PROD-5356,Maintenance Agreement,4,51697.74,258488.69,18%,46527.96,305016.65
ITEM00000751,INV0000151,PROD-1636,Maintenance Agreement,8,3171.10,31711.02,28%,8879.09,40590.11
ITEM00000752,INV0000151,PROD-2549,Implementation Services,7,1209.68,9677.46,28%,2709.69,12387.15
ITEM00000753,INV0000151,PROD-7972,Implementation Services,2,1921.92,15375.36,28%,4305.10,19680.46
ITEM00000756,INV0000152,PROD-7882,Training Package,9,2095.13,20951.32,12%,2514.16,23465.48
ITEM00000757,INV0000152,PROD-6552,Security Solution,9,705.54,4233.24,12%,507.99,4741.23
ITEM00000758,INV0000152,PROD-9477,Support Contract,2,1013.10,5065.51,12%,607.86,5673.37
ITEM00000759,INV0000152,PROD-6994,Maintenance Agreement,2,2325.92,13955.54,12%,1674.66,15630.20
ITEM00000760,INV0000152,PROD-9092,Cloud Subscription,3,3411.79,10235.38,12%,1228.25,11463.63
ITEM00000761,INV0000153,PROD-5454,Consulting Services,6,30575.24,30575.24,12%,3669.03,34244.27
ITEM00000762,INV0000153,PROD-8834,Implementation Services,3,10699.32,64195.93,12%,7703.51,71899.44
ITEM00000766,INV0000154,PROD-2322,Security Solution,8,3603.49,21620.94,18%,3891.77,25512.71
ITEM00000767,INV0000154,PROD-2438,Cloud Subscription,2,4940.30,39522.43,18%,7114.04,46636.47
