order_id,customer_id,invoice_id,order_date,shipment_date,order_amount,tax_amount,total_amount,status,sales_rep_id,currency,shipping_address,purchase_order_number
ORD0000124,CUST000013,INV0000124,2024-11-02,2024-11-03,242823.71,43708.27,286531.98,Completed,REP000033,INR,48, MG Road, Kochi,PO-105602
ORD0000125,CUST000013,INV0000125,2024-11-04,2024-11-11,477266.58,23863.33,501129.91,Completed,REP000014,INR,48, MG Road, Kochi,PO-930098
ORD0000126,CUST000013,INV0000126,2025-03-23,2025-03-28,445871.08,80256.79,526127.87,Processing,REP000010,INR,48, MG Road, Kochi,PO-124409
ORD0000127,CUST000013,INV0000127,2024-12-23,2024-12-26,458109.30,54973.12,513082.42,Completed,REP000040,INR,48, MG Road, Kochi,PO-410813
ORD0000131,CUST000014,INV0000131,2024-10-22,2024-10-25,749204.49,134856.81,884061.30,Completed,REP000042,INR,93, MG Road, Nagpur,PO-484569
ORD0000132,CUST000014,INV0000132,2025-01-27,2025-01-31,984065.08,49203.25,1033268.33,Completed,REP000038,INR,93, MG Road, Nagpur,PO-351237
ORD0000133,CUST000014,INV0000133,2025-01-16,2025-01-18,1210019.95,217803.59,1427823.54,Completed,REP000042,INR,93, MG Road, Nagpur,PO-642546
ORD0000134,CUST000014,INV0000134,2024-10-21,2024-10-26,696965.70,195150.40,892116.10,Completed,REP000037,INR,93, MG Road, Nagpur,PO-669787
ORD0000135,CUST000014,INV0000135,2025-01-23,2025-01-24,337207.77,40464.93,377672.70,Completed,REP000049,INR,93, MG Road, Nagpur,PO-430169
ORD0000136,CUST000014,INV0000136,2025-03-05,2025-03-11,1394758.43,251056.52,1645814.95,In Transit,REP000017,INR,93, MG Road, Nagpur,PO-303911
ORD0000137,CUST000014,INV0000137,2025-01-24,2025-01-25,1314047.17,367933.21,1681980.38,Completed,REP000050,INR,93, MG Road, Nagpur,PO-556463
ORD0000138,CUST000014,INV0000138,2025-03-31,2025-04-01,277730.97,49991.57,327722.54,In Transit,REP000030,INR,93, MG Road, Nagpur,PO-297471
ORD0000141,CUST000015,INV0000141,2024-11-24,2024-12-01,434916.14,78284.91,513201.05,Completed,REP000027,INR,35, MG Road, Bhopal,PO-805576
ORD0000142,CUST000015,INV0000142,2024-11-23,2024-12-01,85470.47,4273.52,89743.99,Completed,REP000041,INR,35, MG Road, Bhopal,PO-122483
ORD0000143,CUST000015,INV0000143,2025-01-20,2025-01-24,437402.97,78732.53,516135.50,Completed,REP000021,INR,35, MG Road, Bhopal,PO-860452
ORD0000144,CUST000015,INV0000144,2024-11-07,2024-11-14,180491.76,9024.59,189516.35,Completed,REP000008,INR,35, MG Road, Bhopal,PO-519061
ORD0000145,CUST000015,INV0000145,2024-12-04,2024-12-05,258488.69,46527.96,305016.65,Completed,REP000005,INR,35, MG Road, Bhopal,PO-878818
ORD0000151,CUST000016,INV0000151,2025-03-16,2025-03-29,56763.84,15893.88,72657.72,Processing,REP000030,INR,46, MG Road, Surat,PO-754567
ORD0000152,CUST000016,INV0000152,2024-11-30,2024-12-05,54441.00,6532.92,60973.92,Completed,REP000048,INR,46, MG Road, Surat,PO-904231
ORD0000153,CUST000016,INV0000153,2024-12-01,2024-12-04,94771.17,11372.54,106143.71,Completed,REP000027,INR,46, MG Road, Surat,PO-212751
ORD0000154,CUST000016,INV0000154,2024-12-26,2025-01-01,61143.37,11005.81,72149.18,Completed,REP000033,INR,46, MG Road, Surat,PO-394499
ORD0000155,CUST000016,INV0000155,2025-02-21,2025-02-23,33536.92,4024.43,37561.35,Completed,REP000022,INR,46, MG Road, Surat,PO-684379
ORD0000156,CUST000016,INV0000156,2025-01-21,2025-01-29,41355.72,2067.79,43423.51,Completed,REP000036,INR,46, MG Road, Surat,PO-858683
ORD0000157,CUST000016,INV0000157,2025-02-13,2025-02-15,60713.40,10928.41,71641.81,Completed,REP000029,INR,46, MG Road, Surat,PO-231883
ORD0000158,CUST000016,INV0000158,2025-03-05,2025-03-15,68393.92,3419.70,71813.62,In Transit,REP000047,INR,46, MG Road, Surat,PO-294725
ORD0000161,CUST000017,INV0000161,2025-03-10,2025-03-11,65903.65,7908.44,73812.09,Completed,REP000016,INR,47, MG Road, Vadodara,PO-404707
ORD0000162,CUST000017,INV0000162,2025-01-19,2025-02-01,58299.94,10493.99,68793.93,Completed,REP000041,INR,47, MG Road, Vadodara,PO-516152
ORD0000163,CUST000017,INV0000163,2025-03-05,2025-03-08,73220.69,20501.79,93722.48,Completed,REP000043,INR,47, MG Road, Vadodara,PO-336532
ORD0000164,CUST000017,INV0000164,2024-10-13,2024-10-16,58709.59,16438.69,75148.28,Completed,REP000003,INR,47, MG Road, Vadodara,PO-900892
ORD0000171,CUST000018,INV0000171,2024-12-03,2024-12-08,304740.63,54853.31,359593.94,Completed,REP000037,INR,46, MG Road, Coimbatore,PO-641824
ORD0000172,CUST000018,INV0000172,2025-04-04,2025-04-08,138270.05,24888.61,163158.66,In Transit,REP000039,INR,46, MG Road, Coimbatore,PO-613815
ORD0000173,CUST000018,INV0000173,2024-11-03,2024-11-05,235076.25,28209.15,263285.40,Completed,REP000045,INR,46, MG Road, Coimbatore,PO-774737
ORD0000174,CUST000018,INV0000174,2025-03-12,2025-03-23,263348.58,31601.83,294950.41,In Transit,REP000028,INR,46, MG Road, Coimbatore,PO-539243
ORD0000175,CUST000018,INV0000175,2025-02-05,2025-02-07,489079.13,88034.24,577113.37,Completed,REP000029,INR,46, MG Road, Coimbatore,PO-897485
ORD0000176,CUST000018,INV0000176,2024-12-08,2024-12-10,51713.03,6205.56,57918.59,Completed,REP000048,INR,46, MG Road, Coimbatore,PO-132771
ORD0000177,CUST000018,INV0000177,2024-11-05,2024-11-15,57034.55,10266.22,67300.77,Completed,REP000015,INR,46, MG Road, Coimbatore,PO-144125
ORD0000178,CUST000018,INV0000178,2025-02-02,2025-02-11,156832.47,28229.84,185062.31,Completed,REP000040,INR,46, MG Road, Coimbatore,PO-844365
ORD0000181,CUST000019,INV0000181,2025-01-28,2025-02-02,30911.72,1545.59,32457.31,Completed,REP000031,INR,59, MG Road, Visakhapatnam,PO-819031
ORD0000182,CUST000019,INV0000182,2025-01-05,2025-01-06,12024.75,2164.45,14189.20,Completed,REP000034,INR,59, MG Road, Visakhapatnam,PO-685217
ORD0000183,CUST000019,INV0000183,2025-01-13,2025-01-20,52583.28,9464.99,62048.27,Completed,REP000014,INR,59, MG Road, Visakhapatnam,PO-922383
ORD0000184,CUST000019,INV0000184,2024-10-26,2024-11-01,57934.43,6952.13,64886.56,Completed,REP000024,INR,59, MG Road, Visakhapatnam,PO-495223
ORD0000185,CUST000019,INV0000185,2024-12-03,2024-12-04,90127.93,10815.35,100943.28,Completed,REP000012,INR,59, MG Road, Visakhapatnam,PO-325956
ORD0000191,CUST000020,INV0000191,2024-11-29,2024-12-13,62215.21,17420.26,79635.47,Completed,REP000050,INR,33, MG Road, Guwahati,PO-174613
ORD0000192,CUST000020,INV0000192,2024-11-07,2024-11-09,33609.18,1680.46,35289.64,Completed,REP000030,INR,33, MG Road, Guwahati,PO-846709
ORD0000193,CUST000020,INV0000193,2024-11-28,2024-12-01,38936.09,1946.80,40882.89,Completed,REP000025,INR,33, MG Road, Guwahati,PO-266836
ORD0000194,CUST000020,INV0000194,2024-12-02,2024-12-05,12937.69,1552.52,14490.21,Completed,REP000045,INR,33, MG Road, Guwahati,PO-526603
ORD0000195,CUST000020,INV0000195,2024-12-02,2024-12-11,22161.26,3989.03,26150.29,Completed,REP000032,INR,33, MG Road, Guwahati,PO-611513
ORD0000196,CUST000020,INV0000196,2024-11-04,2024-11-10,28375.90,7945.25,36321.15,Completed,REP000024,INR,33, MG Road, Guwahati,PO-103935
ORD0000197,CUST000020,INV0000197,2025-02-22,2025-02-23,51213.71,2560.69,53774.40,Completed,REP000025,INR,33, MG Road, Guwahati,PO-445801
ORD0000198,CUST000020,INV0000198,2025-01-27,2025-01-30,47371.23,2368.56,49739.79,Completed,REP000002,INR,33, MG Road, Guwahati,PO-755432
ORD0000201,CUST000021,INV0000201,2024-12-10,2024-12-16,40958.56,7372.54,48331.10,Completed,REP000010,INR,60, Gandhi Nagar, Mumbai,PO-259751
ORD0000202,CUST000021,INV0000202,2024-12-27,2025-01-07,39850.74,4782.09,44632.83,Completed,REP000020,INR,60, Gandhi Nagar, Mumbai,PO-225057
ORD0000203,CUST000021,INV0000203,2025-04-02,2025-04-03,56365.52,15782.35,72147.87,Processing,REP000028,INR,60, Gandhi Nagar, Mumbai,PO-331180
ORD0000204,CUST000021,INV0000204,2025-02-07,2025-02-12,86627.94,4331.40,90959.34,Completed,REP000046,INR,60, Gandhi Nagar, Mumbai,PO-700605
ORD0000205,CUST000021,INV0000205,2025-02-26,2025-02-27,66062.17,11891.19,77953.36,Completed,REP000046,INR,60, Gandhi Nagar, Mumbai,PO-255217
ORD0000206,CUST000021,INV0000206,2024-10-31,2024-11-04,87585.14,10510.22,98095.36,Completed,REP000001,INR,60, Gandhi Nagar, Mumbai,PO-525070
ORD0000207,CUST000021,INV0000207,2025-01-20,2025-01-26,47540.18,8557.23,56097.41,Completed,REP000024,INR,60, Gandhi Nagar, Mumbai,PO-943830
ORD0000211,CUST000022,INV0000211,2024-11-10,2024-11-12,18664.22,2239.71,20903.93,Completed,REP000006,INR,50, Gandhi Nagar, Delhi,PO-616027
ORD0000212,CUST000022,INV0000212,2025-02-11,2025-02-23,12946.14,2330.31,15276.45,Completed,REP000032,INR,50, Gandhi Nagar, Delhi,PO-405164
ORD0000213,CUST000022,INV0000213,2025-03-03,2025-03-07,75995.32,9119.44,85114.76,Completed,REP000001,INR,50, Gandhi Nagar, Delhi,PO-560469
ORD0000214,CUST000022,INV0000214,2025-03-20,2025-03-23,85250.93,4262.55,89513.48,In Transit,REP000010,INR,50, Gandhi Nagar, Delhi,PO-235144
ORD0000215,CUST000022,INV0000215,2024-10-27,2024-11-05,57777.58,10399.96,68177.54,Completed,REP000015,INR,50, Gandhi Nagar, Delhi,PO-248609
ORD0000216,CUST000022,INV0000216,2025-01-07,2025-01-14,52236.05,14626.09,66862.14,Completed,REP000018,INR,50, Gandhi Nagar, Delhi,PO-707905
ORD0000221,CUST000023,INV0000221,2024-10-22,2024-10-26,58968.91,7076.27,66045.18,Completed,REP000021,INR,21, Gandhi Nagar, Bangalore,PO-438142
ORD0000222,CUST000023,INV0000222,2025-01-08,2025-01-11,30896.78,5561.42,36458.20,Completed,REP000016,INR,21, Gandhi Nagar, Bangalore,PO-589709
ORD0000223,CUST000023,INV0000223,2025-03-28,2025-04-02,30571.54,1528.58,32100.12,Processing,REP000030,INR,21, Gandhi Nagar, Bangalore,PO-779710
ORD0000224,CUST000023,INV0000224,2024-11-19,2024-11-22,89788.85,10774.66,100563.51,Completed,REP000003,INR,21, Gandhi Nagar, Bangalore,PO-782815
ORD0000225,CUST000023,INV0000225,2025-04-01,2025-04-04,25100.05,3012.01,28112.06,Delivered,REP000009,INR,21, Gandhi Nagar, Bangalore,PO-390085
ORD0000226,CUST000023,INV0000226,2025-04-05,2025-04-11,72139.97,20199.19,92339.16,Delivered,REP000031,INR,21, Gandhi Nagar, Bangalore,PO-532366
ORD0000227,CUST000023,INV0000227,2025-02-15,2025-02-22,54271.40,9768.85,64040.25,Completed,REP000041,INR,21, Gandhi Nagar, Bangalore,PO-514341
ORD0000231,CUST000024,INV0000231,2024-12-18,2024-12-19,334875.86,60277.65,395153.51,Completed,REP000049,INR,51, Gandhi Nagar, Hyderabad,PO-668620
ORD0000232,CUST000024,INV0000232,2025-03-27,2025-03-31,293880.27,35265.63,329145.90,Processing,REP000007,INR,51, Gandhi Nagar, Hyderabad,PO-435844
ORD0000233,CUST000024,INV0000233,2024-11-02,2024-11-08,498680.15,59841.62,558521.77,Completed,REP000020,INR,51, Gandhi Nagar, Hyderabad,PO-107961
ORD0000234,CUST000024,INV0000234,2024-10-31,2024-11-02,124668.88,14960.27,139629.15,Completed,REP000006,INR,51, Gandhi Nagar, Hyderabad,PO-302933
ORD0000241,CUST000025,INV0000241,2025-03-18,2025-03-23,185390.58,9269.53,194660.11,Processing,REP000011,INR,63, Gandhi Nagar, Chennai,PO-501601
ORD0000242,CUST000025,INV0000242,2025-03-01,2025-03-09,134313.41,24176.41,158489.82,In Transit,REP000043,INR,63, Gandhi Nagar, Chennai,PO-409286
ORD0000243,CUST000025,INV0000243,2025-03-08,2025-03-15,322200.16,57996.03,380196.19,In Transit,REP000020,INR,63, Gandhi Nagar, Chennai,PO-970196
ORD0000244,CUST000025,INV0000244,2025-03-13,2025-03-25,167647.18,20117.66,187764.84,Processing,REP000005,INR,63, Gandhi Nagar, Chennai,PO-794740
ORD0000245,CUST000025,INV0000245,2025-03-12,2025-03-20,417452.65,50094.32,467546.97,Delivered,REP000005,INR,63, Gandhi Nagar, Chennai,PO-821975
ORD0000246,CUST000025,INV0000246,2024-10-18,2024-10-23,61772.59,11119.07,72891.66,Completed,REP000002,INR,63, Gandhi Nagar, Chennai,PO-111844
ORD0000251,CUST000026,INV0000251,2025-02-28,2025-03-08,82795.75,23182.81,105978.56,Completed,REP000012,INR,86, Gandhi Nagar, Kolkata,PO-587126
ORD0000252,CUST000026,INV0000252,2024-12-22,2025-01-02,94351.45,11322.17,105673.62,Completed,REP000024,INR,86, Gandhi Nagar, Kolkata,PO-444916
ORD0000253,CUST000026,INV0000253,2025-03-16,2025-03-18,75650.19,21182.05,96832.24,In Transit,REP000034,INR,86, Gandhi Nagar, Kolkata,PO-623503
ORD0000254,CUST000026,INV0000254,2024-12-15,2024-12-20,38822.27,6988.01,45810.28,Completed,REP000043,INR,86, Gandhi Nagar, Kolkata,PO-482755
ORD0000255,CUST000026,INV0000255,2025-03-08,2025-03-14,30049.78,5408.96,35458.74,Completed,REP000026,INR,86, Gandhi Nagar, Kolkata,PO-350109
ORD0000261,CUST000027,INV0000261,2024-12-22,2025-01-04,97724.89,27362.97,125087.86,Completed,REP000023,INR,54, Gandhi Nagar, Pune,PO-529543
ORD0000262,CUST000027,INV0000262,2025-01-01,2025-01-06,36108.29,1805.41,37913.70,Completed,REP000045,INR,54, Gandhi Nagar, Pune,PO-272190
ORD0000263,CUST000027,INV0000263,2025-03-28,2025-04-05,37187.75,4462.53,41650.28,Delivered,REP000022,INR,54, Gandhi Nagar, Pune,PO-671311
ORD0000264,CUST000027,INV0000264,2025-03-29,2025-04-05,60670.42,7280.45,67950.87,Delivered,REP000007,INR,54, Gandhi Nagar, Pune,PO-251145
ORD0000265,CUST000027,INV0000265,2024-12-21,2024-12-22,99619.78,11954.37,111574.15,Completed,REP000033,INR,54, Gandhi Nagar, Pune,PO-522436
ORD0000266,CUST000027,INV0000266,2025-02-26,2025-03-04,97772.17,11732.66,109504.83,Completed,REP000039,INR,54, Gandhi Nagar, Pune,PO-830279
ORD0000271,CUST000028,INV0000271,2025-03-20,2025-03-22,62637.78,7516.53,70154.31,Delivered,REP000014,INR,32, Gandhi Nagar, Ahmedabad,PO-828148
ORD0000272,CUST000028,INV0000272,2025-02-10,2025-02-12,39961.65,7193.10,47154.75,Completed,REP000026,INR,32, Gandhi Nagar, Ahmedabad,PO-115712
ORD0000273,CUST000028,INV0000273,2024-11-03,2024-11-05,17306.51,3115.17,20421.68,Completed,REP000027,INR,32, Gandhi Nagar, Ahmedabad,PO-495679
ORD0000281,CUST000029,INV0000281,2025-03-01,2025-03-07,97021.81,11642.62,108664.43,Completed,REP000026,INR,5, Gandhi Nagar, Jaipur,PO-489033
ORD0000282,CUST000029,INV0000282,2025-01-05,2025-01-06,81277.78,14630.00,95907.78,Completed,REP000028,INR,5, Gandhi Nagar, Jaipur,PO-302030
ORD0000283,CUST000029,INV0000283,2025-03-01,2025-03-15,47405.20,5688.62,53093.82,Processing,REP000050,INR,5, Gandhi Nagar, Jaipur,PO-499959
ORD0000284,CUST000029,INV0000284,2025-01-18,2025-01-24,37550.75,4506.09,42056.84,Completed,REP000008,INR,5, Gandhi Nagar, Jaipur,PO-127930
ORD0000285,CUST000029,INV0000285,2024-12-17,2024-12-28,86910.50,15643.89,102554.39,Completed,REP000021,INR,5, Gandhi Nagar, Jaipur,PO-867466
ORD0000286,CUST000029,INV0000286,2025-03-18,2025-03-21,99042.77,17827.70,116870.47,Delivered,REP000019,INR,5, Gandhi Nagar, Jaipur,PO-575681
ORD0000287,CUST000029,INV0000287,2024-12-05,2024-12-20,61506.55,7380.79,68887.34,Completed,REP000021,INR,5, Gandhi Nagar, Jaipur,PO-125248
ORD0000288,CUST000029,INV0000288,2024-10-11,2024-10-13,19258.80,2311.06,21569.86,Completed,REP000008,INR,5, Gandhi Nagar, Jaipur,PO-230145
ORD0000291,CUST000030,INV0000291,2025-03-09,2025-03-22,64576.10,3228.81,67804.90,Delivered,REP000049,INR,17, Gandhi Nagar, Lucknow,PO-376249
ORD0000292,CUST000030,INV0000292,2025-02-18,2025-02-23,99494.98,17909.10,117404.08,Completed,REP000010,INR,17, Gandhi Nagar, Lucknow,PO-702684
ORD0000293,CUST000030,INV0000293,2025-01-08,2025-01-09,56754.16,10215.75,66969.91,Completed,REP000037,INR,17, Gandhi Nagar, Lucknow,PO-302925
ORD0000294,CUST000030,INV0000294,2025-03-08,2025-03-17,22653.91,6343.09,28997.00,Processing,REP000009,INR,17, Gandhi Nagar, Lucknow,PO-689786
ORD0000295,CUST000030,INV0000295,2024-11-10,2024-11-11,80379.42,9645.53,90024.95,Completed,REP000046,INR,17, Gandhi Nagar, Lucknow,PO-587473
ORD0000301,CUST000031,INV0000301,2025-03-18,2025-03-22,122069.06,14648.29,136717.35,Delivered,REP000036,INR,84, Gandhi Nagar, Chandigarh,PO-603654
ORD0000302,CUST000031,INV0000302,2024-10-27,2024-11-06,369331.81,66479.73,435811.54,Completed,REP000010,INR,84, Gandhi Nagar, Chandigarh,PO-120280
ORD0000303,CUST000031,INV0000303,2024-12-03,2024-12-04,496469.59,89364.53,585834.12,Completed,REP000009,INR,84, Gandhi Nagar, Chandigarh,PO-792251
