gl_entry_id,posting_date,document_type,document_number,account_code,account_description,debit,credit,currency,reference,customer_id
GL00000022-1,2025-02-27,Invoice,INV0000022,120000,Accounts Receivable,1106272.06,0.00,INR,PO-156447,CUST000003
GL00000022-2,2025-02-27,Invoice,INV0000022,400000,Sales Revenue,0.00,987742.91,INR,PO-156447,CUST000003
GL00000022-3,2025-02-27,Invoice,INV0000022,220000,Sales Tax Payable,0.00,118529.15,INR,PO-156447,CUST000003
GL00010022-1,2025-03-07,Payment,PAY0000022,110000,Bank Account,1106272.06,0.00,INR,Payment for INV0000022,CUST000003
GL00010022-2,2025-03-07,Payment,PAY0000022,120000,Accounts Receivable,0.00,1106272.06,INR,Payment for INV0000022,CUST000003
GL00000023-1,2025-02-22,Invoice,INV0000023,120000,Accounts Receivable,701647.33,0.00,INR,PO-952418,CUST000003
GL00000023-2,2025-02-22,Invoice,INV0000023,400000,Sales Revenue,0.00,548161.98,INR,PO-952418,CUST000003
GL00000023-3,2025-02-22,Invoice,INV0000023,220000,Sales Tax Payable,0.00,153485.35,INR,PO-952418,CUST000003
GL00000031-1,2025-02-01,Invoice,INV0000031,120000,Accounts Receivable,77435.65,0.00,INR,PO-499729,CUST000004
GL00000031-2,2025-02-01,Invoice,INV0000031,400000,Sales Revenue,0.00,69138.97,INR,PO-499729,CUST000004
GL00000031-3,2025-02-01,Invoice,INV0000031,220000,Sales Tax Payable,0.00,8296.68,INR,PO-499729,CUST000004
GL00010031-1,2025-03-19,Payment,PAY0000031,110000,Bank Account,77435.65,0.00,INR,Payment for INV0000031,CUST000004
GL00010031-2,2025-03-19,Payment,PAY0000031,120000,Accounts Receivable,0.00,77435.65,INR,Payment for INV0000031,CUST000004
GL00000032-1,2024-12-10,Invoice,INV0000032,120000,Accounts Receivable,81852.47,0.00,INR,PO-182632,CUST000004
GL00000032-2,2024-12-10,Invoice,INV0000032,400000,Sales Revenue,0.00,69366.50,INR,PO-182632,CUST000004
GL00000032-3,2024-12-10,Invoice,INV0000032,220000,Sales Tax Payable,0.00,12485.97,INR,PO-182632,CUST000004
GL00010032-1,2025-03-04,Payment,PAY0000032,110000,Bank Account,81852.47,0.00,INR,Payment for INV0000032,CUST000004
GL00010032-2,2025-03-04,Payment,PAY0000032,120000,Accounts Receivable,0.00,81852.47,INR,Payment for INV0000032,CUST000004
GL00000033-1,2024-12-04,Invoice,INV0000033,120000,Accounts Receivable,55636.10,0.00,INR,PO-744474,CUST000004
GL00000033-2,2024-12-04,Invoice,INV0000033,400000,Sales Revenue,0.00,43465.70,INR,PO-744474,CUST000004
GL00000033-3,2024-12-04,Invoice,INV0000033,220000,Sales Tax Payable,0.00,12170.40,INR,PO-744474,CUST000004
GL00010033-1,2025-02-25,Payment,PAY0000033,110000,Bank Account,55636.10,0.00,INR,Payment for INV0000033,CUST000004
GL00010033-2,2025-02-25,Payment,PAY0000033,120000,Accounts Receivable,0.00,55636.10,INR,Payment for INV0000033,CUST000004
GL00000034-1,2025-03-16,Invoice,INV0000034,120000,Accounts Receivable,99782.52,0.00,INR,PO-416296,CUST000004
GL00000034-2,2025-03-16,Invoice,INV0000034,400000,Sales Revenue,0.00,84561.46,INR,PO-416296,CUST000004
GL00000034-3,2025-03-16,Invoice,INV0000034,220000,Sales Tax Payable,0.00,15221.06,INR,PO-416296,CUST000004
GL00010034-1,2025-03-31,Payment,PAY0000034,110000,Bank Account,99782.52,0.00,INR,Payment for INV0000034,CUST000004
GL00010034-2,2025-03-31,Payment,PAY0000034,120000,Accounts Receivable,0.00,99782.52,INR,Payment for INV0000034,CUST000004
GL00000035-1,2024-11-10,Invoice,INV0000035,120000,Accounts Receivable,18173.11,0.00,INR,PO-421986,CUST000004
GL00000035-2,2024-11-10,Invoice,INV0000035,400000,Sales Revenue,0.00,15400.94,INR,PO-421986,CUST000004
GL00000035-3,2024-11-10,Invoice,INV0000035,220000,Sales Tax Payable,0.00,2772.17,INR,PO-421986,CUST000004
GL00010035-1,2025-03-14,Payment,PAY0000035,110000,Bank Account,18173.11,0.00,INR,Payment for INV0000035,CUST000004
GL00010035-2,2025-03-14,Payment,PAY0000035,120000,Accounts Receivable,0.00,18173.11,INR,Payment for INV0000035,CUST000004
GL00000041-1,2025-01-28,Invoice,INV0000041,120000,Accounts Receivable,419759.21,0.00,INR,PO-544224,CUST000005
GL00000041-2,2025-01-28,Invoice,INV0000041,400000,Sales Revenue,0.00,355728.14,INR,PO-544224,CUST000005
GL00000041-3,2025-01-28,Invoice,INV0000041,220000,Sales Tax Payable,0.00,64031.07,INR,PO-544224,CUST000005
GL00010041-1,2025-03-09,Payment,PAY0000041,110000,Bank Account,419759.21,0.00,INR,Payment for INV0000041,CUST000005
GL00010041-2,2025-03-09,Payment,PAY0000041,120000,Accounts Receivable,0.00,419759.21,INR,Payment for INV0000041,CUST000005
GL00000042-1,2025-02-18,Invoice,INV0000042,120000,Accounts Receivable,132714.51,0.00,INR,PO-918821,CUST000005
GL00000042-2,2025-02-18,Invoice,INV0000042,400000,Sales Revenue,0.00,103683.21,INR,PO-918821,CUST000005
GL00000042-3,2025-02-18,Invoice,INV0000042,220000,Sales Tax Payable,0.00,29031.30,INR,PO-918821,CUST000005
GL00000043-1,2025-01-21,Invoice,INV0000043,120000,Accounts Receivable,152714.98,0.00,INR,PO-244367,CUST000005
GL00000043-2,2025-01-21,Invoice,INV0000043,400000,Sales Revenue,0.00,119308.58,INR,PO-244367,CUST000005
GL00000043-3,2025-01-21,Invoice,INV0000043,220000,Sales Tax Payable,0.00,33406.40,INR,PO-244367,CUST000005
GL00000051-1,2025-03-05,Invoice,INV0000051,120000,Accounts Receivable,419812.25,0.00,INR,PO-962718,CUST000006
GL00000051-2,2025-03-05,Invoice,INV0000051,400000,Sales Revenue,0.00,399821.19,INR,PO-962718,CUST000006
GL00000051-3,2025-03-05,Invoice,INV0000051,220000,Sales Tax Payable,0.00,19991.06,INR,PO-962718,CUST000006
GL00000052-1,2025-03-12,Invoice,INV0000052,120000,Accounts Receivable,147649.38,0.00,INR,PO-672704,CUST000006
GL00000052-2,2025-03-12,Invoice,INV0000052,400000,Sales Revenue,0.00,131829.80,INR,PO-672704,CUST000006
GL00000052-3,2025-03-12,Invoice,INV0000052,220000,Sales Tax Payable,0.00,15819.58,INR,PO-672704,CUST000006
GL00010052-1,2025-04-09,Payment,PAY0000052,110000,Bank Account,147649.38,0.00,INR,Payment for INV0000052,CUST000006
GL00010052-2,2025-04-09,Payment,PAY0000052,120000,Accounts Receivable,0.00,147649.38,INR,Payment for INV0000052,CUST000006
GL00000053-1,2024-11-17,Invoice,INV0000053,120000,Accounts Receivable,208312.75,0.00,INR,PO-329156,CUST000006
GL00000053-2,2024-11-17,Invoice,INV0000053,400000,Sales Revenue,0.00,185993.53,INR,PO-329156,CUST000006
GL00000053-3,2024-11-17,Invoice,INV0000053,220000,Sales Tax Payable,0.00,22319.22,INR,PO-329156,CUST000006
GL00010053-1,2025-03-31,Payment,PAY0000053,110000,Bank Account,208312.75,0.00,INR,Payment for INV0000053,CUST000006
GL00010053-2,2025-03-31,Payment,PAY0000053,120000,Accounts Receivable,0.00,208312.75,INR,Payment for INV0000053,CUST000006
GL00000054-1,2025-01-26,Invoice,INV0000054,120000,Accounts Receivable,371195.62,0.00,INR,PO-254172,CUST000006
GL00000054-2,2025-01-26,Invoice,INV0000054,400000,Sales Revenue,0.00,289996.58,INR,PO-254172,CUST000006
GL00000054-3,2025-01-26,Invoice,INV0000054,220000,Sales Tax Payable,0.00,81199.04,INR,PO-254172,CUST000006
GL00010054-1,2025-03-10,Payment,PAY0000054,110000,Bank Account,371195.62,0.00,INR,Payment for INV0000054,CUST000006
GL00010054-2,2025-03-10,Payment,PAY0000054,120000,Accounts Receivable,0.00,371195.62,INR,Payment for INV0000054,CUST000006
GL00000055-1,2025-04-01,Invoice,INV0000055,120000,Accounts Receivable,439961.44,0.00,INR,PO-638152,CUST000006
GL00000055-2,2025-04-01,Invoice,INV0000055,400000,Sales Revenue,0.00,372848.68,INR,PO-638152,CUST000006
GL00000055-3,2025-04-01,Invoice,INV0000055,220000,Sales Tax Payable,0.00,67112.76,INR,PO-638152,CUST000006
GL00010055-1,2025-04-12,Payment,PAY0000055,110000,Bank Account,439961.44,0.00,INR,Payment for INV0000055,CUST000006
GL00010055-2,2025-04-12,Payment,PAY0000055,120000,Accounts Receivable,0.00,439961.44,INR,Payment for INV0000055,CUST000006
GL00000061-1,2025-03-06,Invoice,INV0000061,120000,Accounts Receivable,458577.22,0.00,INR,PO-787709,CUST000007
GL00000061-2,2025-03-06,Invoice,INV0000061,400000,Sales Revenue,0.00,388624.76,INR,PO-787709,CUST000007
GL00000061-3,2025-03-06,Invoice,INV0000061,220000,Sales Tax Payable,0.00,69952.46,INR,PO-787709,CUST000007
GL00000062-1,2025-04-07,Invoice,INV0000062,120000,Accounts Receivable,85185.03,0.00,INR,PO-169249,CUST000007
GL00000062-2,2025-04-07,Invoice,INV0000062,400000,Sales Revenue,0.00,76058.06,INR,PO-169249,CUST000007
GL00000062-3,2025-04-07,Invoice,INV0000062,220000,Sales Tax Payable,0.00,9126.97,INR,PO-169249,CUST000007
GL00010062-1,2025-05-19,Payment,PAY0000062,110000,Bank Account,85185.03,0.00,INR,Payment for INV0000062,CUST000007
GL00010062-2,2025-05-19,Payment,PAY0000062,120000,Accounts Receivable,0.00,85185.03,INR,Payment for INV0000062,CUST000007
GL00000063-1,2024-10-30,Invoice,INV0000063,120000,Accounts Receivable,517326.10,0.00,INR,PO-705043,CUST000007
GL00000063-2,2024-10-30,Invoice,INV0000063,400000,Sales Revenue,0.00,461898.30,INR,PO-705043,CUST000007
GL00000063-3,2024-10-30,Invoice,INV0000063,220000,Sales Tax Payable,0.00,55427.80,INR,PO-705043,CUST000007
GL00000064-1,2025-01-09,Invoice,INV0000064,120000,Accounts Receivable,81014.62,0.00,INR,PO-523169,CUST000007
GL00000064-2,2025-01-09,Invoice,INV0000064,400000,Sales Revenue,0.00,68656.46,INR,PO-523169,CUST000007
GL00000064-3,2025-01-09,Invoice,INV0000064,220000,Sales Tax Payable,0.00,12358.16,INR,PO-523169,CUST000007
GL00010064-1,2025-03-15,Payment,PAY0000064,110000,Bank Account,81014.62,0.00,INR,Payment for INV0000064,CUST000007
GL00010064-2,2025-03-15,Payment,PAY0000064,120000,Accounts Receivable,0.00,81014.62,INR,Payment for INV0000064,CUST000007
GL00000065-1,2025-03-12,Invoice,INV0000065,120000,Accounts Receivable,138977.50,0.00,INR,PO-592303,CUST000007
GL00000065-2,2025-03-12,Invoice,INV0000065,400000,Sales Revenue,0.00,117777.54,INR,PO-592303,CUST000007
GL00000065-3,2025-03-12,Invoice,INV0000065,220000,Sales Tax Payable,0.00,21199.96,INR,PO-592303,CUST000007
GL00000066-1,2025-01-31,Invoice,INV0000066,120000,Accounts Receivable,310532.60,0.00,INR,PO-886387,CUST000007
GL00000066-2,2025-01-31,Invoice,INV0000066,400000,Sales Revenue,0.00,277261.25,INR,PO-886387,CUST000007
GL00000066-3,2025-01-31,Invoice,INV0000066,220000,Sales Tax Payable,0.00,33271.35,INR,PO-886387,CUST000007
GL00010066-1,2025-03-27,Payment,PAY0000066,110000,Bank Account,310532.60,0.00,INR,Payment for INV0000066,CUST000007
GL00010066-2,2025-03-27,Payment,PAY0000066,120000,Accounts Receivable,0.00,310532.60,INR,Payment for INV0000066,CUST000007
GL00000067-1,2024-11-15,Invoice,INV0000067,120000,Accounts Receivable,302226.61,0.00,INR,PO-507507,CUST000007
GL00000067-2,2024-11-15,Invoice,INV0000067,400000,Sales Revenue,0.00,256124.25,INR,PO-507507,CUST000007
GL00000067-3,2024-11-15,Invoice,INV0000067,220000,Sales Tax Payable,0.00,46102.36,INR,PO-507507,CUST000007
GL00010067-1,2024-12-08,Payment,PAY0000067,110000,Bank Account,302226.61,0.00,INR,Payment for INV0000067,CUST000007
GL00010067-2,2024-12-08,Payment,PAY0000067,120000,Accounts Receivable,0.00,302226.61,INR,Payment for INV0000067,CUST000007
GL00000071-1,2025-03-31,Invoice,INV0000071,120000,Accounts Receivable,312965.08,0.00,INR,PO-994361,CUST000008
GL00000071-2,2025-03-31,Invoice,INV0000071,400000,Sales Revenue,0.00,279433.11,INR,PO-994361,CUST000008
GL00000071-3,2025-03-31,Invoice,INV0000071,220000,Sales Tax Payable,0.00,33531.97,INR,PO-994361,CUST000008
GL00000072-1,2024-12-05,Invoice,INV0000072,120000,Accounts Receivable,555401.36,0.00,INR,PO-604198,CUST000008
GL00000072-2,2024-12-05,Invoice,INV0000072,400000,Sales Revenue,0.00,470679.12,INR,PO-604198,CUST000008
GL00000072-3,2024-12-05,Invoice,INV0000072,220000,Sales Tax Payable,0.00,84722.24,INR,PO-604198,CUST000008
GL00010072-1,2025-02-01,Payment,PAY0000072,110000,Bank Account,555401.36,0.00,INR,Payment for INV0000072,CUST000008
GL00010072-2,2025-02-01,Payment,PAY0000072,120000,Accounts Receivable,0.00,555401.36,INR,Payment for INV0000072,CUST000008
GL00000073-1,2025-01-31,Invoice,INV0000073,120000,Accounts Receivable,399145.48,0.00,INR,PO-466968,CUST000008
GL00000073-2,2025-01-31,Invoice,INV0000073,400000,Sales Revenue,0.00,356379.89,INR,PO-466968,CUST000008
GL00000073-3,2025-01-31,Invoice,INV0000073,220000,Sales Tax Payable,0.00,42765.59,INR,PO-466968,CUST000008
GL00010073-1,2025-03-19,Payment,PAY0000073,110000,Bank Account,399145.48,0.00,INR,Payment for INV0000073,CUST000008
GL00010073-2,2025-03-19,Payment,PAY0000073,120000,Accounts Receivable,0.00,399145.48,INR,Payment for INV0000073,CUST000008
GL00000081-1,2025-02-06,Invoice,INV0000081,120000,Accounts Receivable,90973.22,0.00,INR,PO-161779,CUST000009
GL00000081-2,2025-02-06,Invoice,INV0000081,400000,Sales Revenue,0.00,77095.95,INR,PO-161779,CUST000009
GL00000081-3,2025-02-06,Invoice,INV0000081,220000,Sales Tax Payable,0.00,13877.27,INR,PO-161779,CUST000009
GL00010081-1,2025-02-21,Payment,PAY0000081,110000,Bank Account,90973.22,0.00,INR,Payment for INV0000081,CUST000009
GL00010081-2,2025-02-21,Payment,PAY0000081,120000,Accounts Receivable,0.00,90973.22,INR,Payment for INV0000081,CUST000009
GL00000082-1,2025-01-29,Invoice,INV0000082,120000,Accounts Receivable,176160.14,0.00,INR,PO-191317,CUST000009
GL00000082-2,2025-01-29,Invoice,INV0000082,400000,Sales Revenue,0.00,157285.84,INR,PO-191317,CUST000009
GL00000082-3,2025-01-29,Invoice,INV0000082,220000,Sales Tax Payable,0.00,18874.30,INR,PO-191317,CUST000009
GL00000083-1,2024-12-13,Invoice,INV0000083,120000,Accounts Receivable,455774.47,0.00,INR,PO-138191,CUST000009
GL00000083-2,2024-12-13,Invoice,INV0000083,400000,Sales Revenue,0.00,434070.92,INR,PO-138191,CUST000009
GL00000083-3,2024-12-13,Invoice,INV0000083,220000,Sales Tax Payable,0.00,21703.55,INR,PO-138191,CUST000009
GL00010083-1,2025-04-14,Payment,PAY0000083,110000,Bank Account,455774.47,0.00,INR,Payment for INV0000083,CUST000009
GL00010083-2,2025-04-14,Payment,PAY0000083,120000,Accounts Receivable,0.00,455774.47,INR,Payment for INV0000083,CUST000009
GL00000084-1,2025-01-03,Invoice,INV0000084,120000,Accounts Receivable,486896.87,0.00,INR,PO-899283,CUST000009
GL00000084-2,2025-01-03,Invoice,INV0000084,400000,Sales Revenue,0.00,412624.47,INR,PO-899283,CUST000009
GL00000084-3,2025-01-03,Invoice,INV0000084,220000,Sales Tax Payable,0.00,74272.40,INR,PO-899283,CUST000009
GL00000085-1,2024-12-20,Invoice,INV0000085,120000,Accounts Receivable,154862.99,0.00,INR,PO-831443,CUST000009
GL00000085-2,2024-12-20,Invoice,INV0000085,400000,Sales Revenue,0.00,131239.82,INR,PO-831443,CUST000009
GL00000085-3,2024-12-20,Invoice,INV0000085,220000,Sales Tax Payable,0.00,23623.17,INR,PO-831443,CUST000009
GL00010085-1,2025-03-07,Payment,PAY0000085,110000,Bank Account,154862.99,0.00,INR,Payment for INV0000085,CUST000009
GL00010085-2,2025-03-07,Payment,PAY0000085,120000,Accounts Receivable,0.00,154862.99,INR,Payment for INV0000085,CUST000009
GL00000091-1,2024-12-21,Invoice,INV0000091,120000,Accounts Receivable,83258.93,0.00,INR,PO-106401,CUST000010
GL00000091-2,2024-12-21,Invoice,INV0000091,400000,Sales Revenue,0.00,79294.22,INR,PO-106401,CUST000010
GL00000091-3,2024-12-21,Invoice,INV0000091,220000,Sales Tax Payable,0.00,3964.71,INR,PO-106401,CUST000010
GL00000092-1,2024-11-02,Invoice,INV0000092,120000,Accounts Receivable,30231.67,0.00,INR,PO-634364,CUST000010
GL00000092-2,2024-11-02,Invoice,INV0000092,400000,Sales Revenue,0.00,26992.56,INR,PO-634364,CUST000010
GL00000092-3,2024-11-02,Invoice,INV0000092,220000,Sales Tax Payable,0.00,3239.11,INR,PO-634364,CUST000010
GL00010092-1,2025-03-09,Payment,PAY0000092,110000,Bank Account,30231.67,0.00,INR,Payment for INV0000092,CUST000010
GL00010092-2,2025-03-09,Payment,PAY0000092,120000,Accounts Receivable,0.00,30231.67,INR,Payment for INV0000092,CUST000010
GL00000093-1,2025-02-28,Invoice,INV0000093,120000,Accounts Receivable,39236.35,0.00,INR,PO-437283,CUST000010
GL00000093-2,2025-02-28,Invoice,INV0000093,400000,Sales Revenue,0.00,33251.14,INR,PO-437283,CUST000010
GL00000093-3,2025-02-28,Invoice,INV0000093,220000,Sales Tax Payable,0.00,5985.21,INR,PO-437283,CUST000010
GL00010093-1,2025-04-14,Payment,PAY0000093,110000,Bank Account,39236.35,0.00,INR,Payment for INV0000093,CUST000010
GL00010093-2,2025-04-14,Payment,PAY0000093,120000,Accounts Receivable,0.00,39236.35,INR,Payment for INV0000093,CUST000010
GL00000094-1,2024-11-19,Invoice,INV0000094,120000,Accounts Receivable,52203.77,0.00,INR,PO-934901,CUST000010
GL00000094-2,2024-11-19,Invoice,INV0000094,400000,Sales Revenue,0.00,44240.48,INR,PO-934901,CUST000010
GL00000094-3,2024-11-19,Invoice,INV0000094,220000,Sales Tax Payable,0.00,7963.29,INR,PO-934901,CUST000010
GL00010094-1,2024-12-29,Payment,PAY0000094,110000,Bank Account,52203.77,0.00,INR,Payment for INV0000094,CUST000010
GL00010094-2,2024-12-29,Payment,PAY0000094,120000,Accounts Receivable,0.00,52203.77,INR,Payment for INV0000094,CUST000010
GL00000101-1,2024-10-23,Invoice,INV0000101,120000,Accounts Receivable,148948.86,0.00,INR,PO-897026,CUST000011
GL00000101-2,2024-10-23,Invoice,INV0000101,400000,Sales Revenue,0.00,126227.85,INR,PO-897026,CUST000011
GL00000101-3,2024-10-23,Invoice,INV0000101,220000,Sales Tax Payable,0.00,22721.01,INR,PO-897026,CUST000011
GL00010101-1,2024-11-21,Payment,PAY0000101,110000,Bank Account,148948.86,0.00,INR,Payment for INV0000101,CUST000011
GL00010101-2,2024-11-21,Payment,PAY0000101,120000,Accounts Receivable,0.00,148948.86,INR,Payment for INV0000101,CUST000011
GL00000102-1,2024-11-19,Invoice,INV0000102,120000,Accounts Receivable,226513.77,0.00,INR,PO-376808,CUST000011
GL00000102-2,2024-11-19,Invoice,INV0000102,400000,Sales Revenue,0.00,215727.40,INR,PO-376808,CUST000011
GL00000102-3,2024-11-19,Invoice,INV0000102,220000,Sales Tax Payable,0.00,10786.37,INR,PO-376808,CUST000011
GL00000103-1,2025-02-01,Invoice,INV0000103,120000,Accounts Receivable,136265.31,0.00,INR,PO-703956,CUST000011
GL00000103-2,2025-02-01,Invoice,INV0000103,400000,Sales Revenue,0.00,129776.49,INR,PO-703956,CUST000011
GL00000103-3,2025-02-01,Invoice,INV0000103,220000,Sales Tax Payable,0.00,6488.82,INR,PO-703956,CUST000011
GL00010103-1,2025-03-12,Payment,PAY0000103,110000,Bank Account,136265.31,0.00,INR,Payment for INV0000103,CUST000011
GL00010103-2,2025-03-12,Payment,PAY0000103,120000,Accounts Receivable,0.00,136265.31,INR,Payment for INV0000103,CUST000011
GL00000104-1,2024-11-26,Invoice,INV0000104,120000,Accounts Receivable,522733.07,0.00,INR,PO-342164,CUST000011
GL00000104-2,2024-11-26,Invoice,INV0000104,400000,Sales Revenue,0.00,442994.13,INR,PO-342164,CUST000011
GL00000104-3,2024-11-26,Invoice,INV0000104,220000,Sales Tax Payable,0.00,79738.94,INR,PO-342164,CUST000011
