customer_id,customer_name,risk_score,risk_category,credit_limit,outstanding_amount,credit_utilization,overdue_rate,avg_days_late,total_invoices,overdue_invoices,has_disputes,has_collection_history,recommended_action,last_assessment_date
CUST000070,JSW Fin Limited,56,Medium Risk,16977417,4304081.34,25.35%,40.00%,21.0,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000071,Godrej Fin Limited,36,Low Risk,19178794,3250662.34,16.95%,20.00%,16.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000072,L&T Fin Limited,30,Low Risk,991993,137609.75,13.87%,25.00%,1.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000073,ICICI Fin Limited,50,Medium Risk,645126,173948.82,26.96%,40.00%,30.0,5,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000074,SBI Fin Limited,33,Low Risk,47265352,1892103.82,4.00%,50.00%,0.0,4,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000075,TCS Fin Limited,48,Low Risk,422741,55250.97,13.07%,0.00%,31.0,5,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000076,Bajaj Fin Limited,59,Medium Risk,1254024,689603.06,54.99%,25.00%,24.2,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000077,HCL Fin Limited,31,Low Risk,7388805,911244.42,12.33%,33.33%,0.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000078,Hindustan Fin Limited,23,Minimal Risk,2827490,0.00,0.00%,0.00%,6.0,3,0,No,No,Standard Terms / Potential Credit Increase,2025-04-15
CUST000079,Indian Fin Limited,42,Low Risk,1202355,271180.06,22.55%,20.00%,4.0,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000080,Tech Fin Limited,43,Low Risk,564159,104580.55,18.54%,14.29%,11.2,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000081,Tata Power Limited,61,Medium Risk,469613,127459.51,27.14%,42.86%,49.3,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000082,Reliance Power Limited,49,Low Risk,4836743,741322.78,15.33%,20.00%,21.0,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000083,Infosys Power Limited,51,Medium Risk,5268597,1370833.16,26.02%,37.50%,12.3,8,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000084,Bharti Power Limited,68,Medium Risk,372470,194914.54,52.33%,60.00%,25.0,5,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000085,HDFC Power Limited,27,Low Risk,176091844,2496163.38,1.42%,0.00%,13.0,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000086,Wipro Power Limited,52,Medium Risk,9036550,1678607.40,18.58%,42.86%,15.0,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000087,Mahindra Power Limited,38,Low Risk,954334,150714.79,15.79%,0.00%,30.0,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000088,Birla Power Limited,35,Low Risk,1621144,0.00,0.00%,0.00%,34.3,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000089,Adani Power Limited,57,Medium Risk,418100,189614.15,45.35%,25.00%,23.4,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000090,JSW Power Limited,28,Low Risk,668670,0.00,0.00%,0.00%,16.7,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000091,Godrej Power Limited,53,Medium Risk,767104,178001.21,23.20%,33.33%,21.0,3,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000092,L&T Power Limited,41,Low Risk,1356565,173935.67,12.82%,0.00%,16.0,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000093,ICICI Power Limited,40,Low Risk,44320789,6330801.88,14.28%,28.57%,0.0,7,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000094,SBI Power Limited,41,Low Risk,8160398,1674122.91,20.52%,28.57%,0.0,7,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000095,TCS Power Limited,28,Low Risk,709186,0.00,0.00%,0.00%,16.7,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000096,Bajaj Power Limited,63,Medium Risk,434237,316119.26,72.80%,37.50%,17.7,8,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000097,HCL Power Limited,42,Low Risk,8478775,158044.45,1.86%,25.00%,95.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000098,Hindustan Power Limited,28,Low Risk,2394636,0.00,0.00%,0.00%,15.3,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000099,Indian Power Limited,30,Low Risk,886464,185611.15,20.94%,25.00%,0.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000100,Tech Power Limited,45,Low Risk,826574,254784.92,30.82%,0.00%,17.5,8,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000101,Tata Steel Limited,38,Low Risk,910482,115665.63,12.70%,33.33%,14.5,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000102,Reliance Steel Limited,41,Low Risk,486727,18457.67,3.79%,20.00%,37.5,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000103,Infosys Steel Limited,37,Low Risk,108534142,0.00,0.00%,0.00%,13.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000104,Bharti Steel Limited,41,Low Risk,37349176,2493848.97,6.68%,12.50%,12.5,8,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000105,HDFC Steel Limited,47,Low Risk,169970,15919.31,9.37%,0.00%,45.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000106,Wipro Steel Limited,61,Medium Risk,10845881,1992766.71,18.37%,50.00%,40.5,4,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000107,Mahindra Steel Limited,35,Low Risk,4446446,0.00,0.00%,0.00%,10.4,5,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000108,Birla Steel Limited,28,Low Risk,43321608,1444629.09,3.33%,0.00%,14.3,8,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000109,Adani Steel Limited,46,Low Risk,661346,167454.73,25.32%,25.00%,60.5,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000110,JSW Steel Limited,38,Low Risk,21229106,3247361.70,15.30%,0.00%,39.0,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000111,Godrej Steel Limited,45,Low Risk,5051393,1182521.93,23.41%,28.57%,5.7,7,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000112,L&T Steel Limited,61,Medium Risk,3465374,1412309.41,40.75%,33.33%,45.5,6,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000113,ICICI Steel Limited,30,Low Risk,7074272,560821.75,7.93%,25.00%,3.5,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000114,SBI Steel Limited,41,Low Risk,5226913,392655.23,7.51%,16.67%,40.4,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000115,TCS Steel Limited,41,Low Risk,879920,162307.45,18.45%,40.00%,14.0,5,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000116,Bajaj Steel Limited,54,Medium Risk,710763,204037.72,28.71%,37.50%,18.2,8,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000117,HCL Steel Limited,48,Low Risk,9822620,725955.36,7.39%,66.67%,0.0,3,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000118,Hindustan Steel Limited,41,Low Risk,2892468,1016274.78,35.14%,14.29%,21.3,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000119,Indian Steel Limited,44,Low Risk,25093292,456435.16,1.82%,25.00%,15.7,4,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000120,Tech Steel Limited,66,Medium Risk,538657,191916.11,35.63%,57.14%,46.3,7,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000121,Tata Textiles Limited,48,Low Risk,380598,117274.32,30.81%,28.57%,8.4,7,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000122,Reliance Textiles Limited,36,Low Risk,28338995,1624743.88,5.73%,0.00%,34.8,7,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000123,Infosys Textiles Limited,69,Medium Risk,1042132,875905.86,84.05%,28.57%,37.3,7,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000124,Bharti Textiles Limited,55,Medium Risk,559189,77048.80,13.78%,28.57%,36.8,7,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000125,HDFC Textiles Limited,44,Low Risk,493642,29435.19,5.96%,25.00%,13.3,4,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000126,Wipro Textiles Limited,30,Low Risk,632021,0.00,0.00%,0.00%,19.3,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000127,Mahindra Textiles Limited,63,Medium Risk,171073,171963.89,100.52%,33.33%,57.3,6,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000128,Birla Textiles Limited,46,Low Risk,2996624,391099.39,13.05%,16.67%,19.2,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000129,Adani Textiles Limited,53,Medium Risk,43755966,3951143.38,9.03%,25.00%,46.8,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000130,JSW Textiles Limited,55,Medium Risk,710643,172844.64,24.32%,60.00%,101.0,5,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000131,Godrej Textiles Limited,71,Medium Risk,219156,470680.01,214.77%,50.00%,16.7,8,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000132,L&T Textiles Limited,52,Medium Risk,520873,207858.18,39.91%,37.50%,40.3,8,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000133,ICICI Textiles Limited,23,Minimal Risk,9064101,593904.58,6.55%,0.00%,4.0,6,0,No,No,Standard Terms / Potential Credit Increase,2025-04-15
CUST000134,SBI Textiles Limited,52,Medium Risk,105513954,3166873.98,3.00%,66.67%,45.0,3,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000135,TCS Textiles Limited,47,Low Risk,970332,167518.62,17.26%,12.50%,21.6,8,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000136,Bajaj Textiles Limited,40,Low Risk,804452,117476.09,14.60%,0.00%,13.8,7,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000137,HCL Textiles Limited,33,Low Risk,437720,108658.55,24.82%,25.00%,3.5,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000138,Hindustan Textiles Limited,21,Minimal Risk,5036653,0.00,0.00%,0.00%,2.3,6,0,No,No,Standard Terms / Potential Credit Increase,2025-04-15
CUST000139,Indian Textiles Limited,57,Medium Risk,333421,238261.11,71.46%,42.86%,3.3,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000140,Tech Textiles Limited,53,Medium Risk,240462,145545.03,60.53%,33.33%,24.5,6,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000141,Tata Pharma Limited,47,Low Risk,112462,29892.00,26.58%,25.00%,39.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000142,Reliance Pharma Limited,29,Low Risk,806201,66408.48,8.24%,25.00%,2.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000143,Infosys Pharma Limited,45,Low Risk,19466141,2072428.21,10.65%,33.33%,43.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000144,Bharti Pharma Limited,58,Medium Risk,3788829,1147238.76,30.28%,28.57%,44.8,7,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000145,HDFC Pharma Limited,46,Low Risk,4282189,919011.59,21.46%,28.57%,43.5,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000146,Wipro Pharma Limited,46,Low Risk,9214526,484368.49,5.26%,12.50%,23.7,8,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000147,Mahindra Pharma Limited,35,Low Risk,39881435,1401973.08,3.52%,20.00%,19.3,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000148,Birla Pharma Limited,41,Low Risk,7896141,438275.49,5.55%,20.00%,33.5,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000149,Adani Pharma Limited,39,Low Risk,9773883,1108400.10,11.34%,66.67%,0.0,3,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000150,JSW Pharma Limited,35,Low Risk,13130546,0.00,0.00%,0.00%,10.3,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000151,Godrej Pharma Limited,43,Low Risk,2519737,970480.37,38.52%,16.67%,21.3,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000152,L&T Pharma Limited,43,Low Risk,2953090,491030.95,16.63%,20.00%,42.8,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000153,ICICI Pharma Limited,58,Medium Risk,26468857,3268370.23,12.35%,42.86%,64.0,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000154,SBI Pharma Limited,22,Minimal Risk,884008,97505.79,11.03%,0.00%,0.0,4,0,No,No,Standard Terms / Potential Credit Increase,2025-04-15
CUST000155,TCS Pharma Limited,29,Low Risk,987004,0.00,0.00%,0.00%,18.3,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000156,Bajaj Pharma Limited,70,Medium Risk,113904,127676.54,112.09%,20.00%,43.0,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000157,HCL Pharma Limited,44,Low Risk,1810628,395328.78,21.83%,33.33%,22.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000158,Hindustan Pharma Limited,40,Low Risk,44689971,1439085.40,3.22%,16.67%,42.8,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000159,Indian Pharma Limited,63,Medium Risk,2671281,1192082.71,44.63%,50.00%,24.0,6,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000160,Tech Pharma Limited,41,Low Risk,398127,364544.94,91.56%,12.50%,0.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000161,Tata Healthcare Limited,43,Low Risk,19003814,2909456.97,15.31%,14.29%,13.0,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000162,Reliance Healthcare Limited,40,Low Risk,42681934,4049015.59,9.49%,33.33%,0.0,3,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000163,Infosys Healthcare Limited,49,Low Risk,6335009,1742262.54,27.50%,33.33%,49.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000164,Bharti Healthcare Limited,35,Low Risk,13144670,0.00,0.00%,0.00%,37.7,7,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000165,HDFC Healthcare Limited,42,Low Risk,763454,214277.32,28.07%,25.00%,20.0,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000166,Wipro Healthcare Limited,44,Low Risk,30267633,4596721.83,15.19%,40.00%,1.0,5,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000167,Mahindra Healthcare Limited,59,Medium Risk,10417309,2230296.42,21.41%,40.00%,47.7,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000168,Birla Healthcare Limited,46,Low Risk,423862,139647.48,32.95%,20.00%,28.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000169,Adani Healthcare Limited,30,Low Risk,914678,93500.42,10.22%,33.33%,0.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000170,JSW Healthcare Limited,42,Low Risk,7465327,741607.99,9.93%,20.00%,50.3,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000171,Godrej Healthcare Limited,39,Low Risk,904976,83682.96,9.25%,66.67%,0.0,3,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000172,L&T Healthcare Limited,30,Low Risk,9692348,865212.84,8.93%,33.33%,0.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
